T14,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
470,Malta,2015,GDP in current prices (millions of US dollars),11087.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2018,GDP in current prices (millions of US dollars),15328.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2019,GDP in current prices (millions of US dollars),15726.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2020,GDP in current prices (millions of US dollars),14911.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,1995,GDP per capita (US dollars),9871.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2005,GDP per capita (US dollars),15830.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2010,GDP per capita (US dollars),21791.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2015,GDP per capita (US dollars),25572.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2018,GDP per capita (US dollars),34897.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2019,GDP per capita (US dollars),35711.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2020,GDP per capita (US dollars),33771.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,1995,GDP in constant 2010 prices (millions of US dollars),5220.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2005,GDP in constant 2010 prices (millions of US dollars),7320.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2010,GDP in constant 2010 prices (millions of US dollars),8518.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2015,GDP in constant 2010 prices (millions of US dollars),11087.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2018,GDP in constant 2010 prices (millions of US dollars),13553.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2019,GDP in constant 2010 prices (millions of US dollars),14330.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2020,GDP in constant 2010 prices (millions of US dollars),13142.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,1995,GDP real rates of growth (percent),6.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2005,GDP real rates of growth (percent),3.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2010,GDP real rates of growth (percent),5.50,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2015,GDP real rates of growth (percent),9.60,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2018,GDP real rates of growth (percent),6.10,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2019,GDP real rates of growth (percent),5.70,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
470,Malta,2020,GDP real rates of growth (percent),-8.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,1995,GDP in current prices (millions of US dollars),125.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2005,GDP in current prices (millions of US dollars),137.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2010,GDP in current prices (millions of US dollars),160.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2015,GDP in current prices (millions of US dollars),184.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2018,GDP in current prices (millions of US dollars),222.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2019,GDP in current prices (millions of US dollars),240.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2020,GDP in current prices (millions of US dollars),244.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,1995,GDP per capita (US dollars),2479.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2005,GDP per capita (US dollars),2471.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2010,GDP per capita (US dollars),2847.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2015,GDP per capita (US dollars),3208.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2018,GDP per capita (US dollars),3797.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2019,GDP per capita (US dollars),4076.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2020,GDP per capita (US dollars),4130.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,1995,GDP in constant 2010 prices (millions of US dollars),179.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2005,GDP in constant 2010 prices (millions of US dollars),170.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2010,GDP in constant 2010 prices (millions of US dollars),181.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2015,GDP in constant 2010 prices (millions of US dollars),184.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2018,GDP in constant 2010 prices (millions of US dollars),199.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2019,GDP in constant 2010 prices (millions of US dollars),212.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
584,Marshall Islands,2020,GDP in constant 2010 prices (millions of US dollars),208.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
